MFI ID,MFI Name,MFI Full Name,Country,Region,Last known legal status,Last known profit status
100372,1st Valley Bank,"1st Valley Bank (formerly Rural Bank of Kapatagan Valley, Inc).",Philippines,East Asia and the Pacific,Rural Bank,Profit
100256,2CM,Cercle Communautaire Mieux,Benin,Africa,NGO,Non-profit
101922,3A Entreprises,3A Entreprises,Guinea,Africa,NBFI,Profit
170594,3PAD Fund Bac Kan,3PAD Fund for Bac Kan's Women,Vietnam,East Asia and the Pacific,Other,Non-profit
104283,A3C,Association des CVECA et CECA du Centre,Cameroon,Africa,NGO,Non-profit
100060,AAMBA,Amber Ashrayee Mahila Benefit Association,India,South Asia,NGO,Non-profit
159491,AAR Credit Services,AAR Credit Services,Kenya,Africa,NBFI,Profit
134380,AB Bank Rwanda,AB Bank Rwanda,Rwanda,Africa,Bank,Unknown
152760,AB Bank Zambia,AB Bank Zambia Limited,Zambia,Africa,Bank,Profit
104165,AB MfB,AB Microfinance Bank Nigeria,Nigeria,Africa,Bank,Profit
100335,ABA,Alexandria Business Association,Egypt,Middle East and North Africa,NGO,Non-profit
169656,Abamuhoza SACCO,Abamuhoza SACCO,Rwanda,Africa,Credit Union / Cooperative,Unknown
102942,ABC Capital,ABC Capital S.A. Institución de Banca Múltiple,Mexico,Latin America and The Caribbean,Bank,Profit
101196,ABCRDM,All Backward Class Relief and Development Mission,India,South Asia,NGO,Non-profit
128991,ABF,Association Base Fandima,Burkina Faso,Africa,NGO,Non-profit
101810,ABIDJAN CREDIT,ABIDJAN CREDIT,Cote d'Ivoire (Ivory Coast),Africa,Credit Union / Cooperative,Non-profit
100889,ABIL,African Bank Investments Ltd.,South Africa,Africa,Bank,Unknown
159494,Abrasa,Abrasa,Philippines,East Asia and the Pacific,NGO,Unknown
101109,ABS-CBN,"ABS-CBN Bayan Foundation, Inc.",Philippines,East Asia and the Pacific,NGO,Non-profit
101243,ABWA,Assiut Business Women's Association,Egypt,Middle East and North Africa,NGO,Non-profit
101913,Abyan,Abyan Program,Yemen,Middle East and North Africa,NGO,Non-profit
102518,Abzal Kredit,Abzal Kredit Microfinance Organization,Kazakhstan,Eastern Europe and Central Asia,NBFI,Profit
100567,ACAD,ACAD Finance,Palestine,Middle East and North Africa,NBFI,Profit
100429,ACBA,ACBA Credit Agricole Bank,Armenia,Eastern Europe and Central Asia,Bank,Profit
100245,ACCDC,All Ceylon Community Development Council,Sri Lanka,South Asia,NGO,Non-profit
102993,AccèsBanque Madagascar,AccèsBanque Madagascar,Madagascar,Africa,Bank,Profit
136283,ACCESS,Access Financial Services Ltd.,Jamaica,Latin America and The Caribbean,NBFI,Profit
100707,AccessBank,AccessBank,Azerbaijan,Eastern Europe and Central Asia,Bank,Profit
105701,AccessBank - LBR,AccessBank Liberia,Liberia,Africa,Bank,Unknown
104408,AccessBank - TZA,AccessBank Tanzania,Tanzania,Africa,Bank,Unknown
104516,AccessBank Tajikistan,AccessBank Tajikistan JSC,Tajikistan,Eastern Europe and Central Asia,Bank,Profit
132941,ACCION MCC,ACCION Microcredit Company Ltd.,"China, People's Republic of",East Asia and the Pacific,NBFI,Unknown
101928,Accion MfB Nigeria,Accion Microfinance Bank Ltd,Nigeria,Africa,Bank,Profit
125819,ACCION Microfinanças,ACCION Microfinanças Sociedade de Crédito ao Microempreendedor e á Empresa de Pequeno Porte S.A.,Brazil,Latin America and The Caribbean,NBFI,Profit
152705,ACDF,African Community Development Foundation,Kenya,Africa,NGO,Unknown
145721,ACE,Anh Chi Em,Vietnam,East Asia and the Pacific,NGO,Unknown
129676,ACEP Burkina SA,Agence de Crédit pour l’Entreprise Privé du Burkina,Burkina Faso,Africa,NBFI,Unknown
100763,ACEP Cameroon,Agence de Crédit pour l'Entreprise Privée Cameroun,Cameroon,Africa,NBFI,Profit
116476,ACEP Madagascar SA,ACEP Madagascar SA,Madagascar,Africa,NBFI,Unknown
100451,ACEP Senegal,Alliance de Credit et d'Epargne pour la Production,Senegal,Africa,Credit Union / Cooperative,Non-profit
100188,ACF,Asian Credit Fund,Kazakhstan,Eastern Europe and Central Asia,NBFI,Profit
101889,ACFB,Association des Caisses de Financement à la Base,Benin,Africa,NGO,Non-profit
102970,ACFIME,ACFIME-CREDO,Burkina Faso,Africa,NGO,Non-profit
100303,ACLEDA,ACLEDA Bank Plc.,Cambodia,East Asia and the Pacific,Bank,Profit
104178,ACLEDA Lao,ACLEDA Bank Lao Ltd,Laos,East Asia and the Pacific,Bank,Profit
152722,ACLEDA Myanmar,ACLEDA Myanmar,Myanmar (Burma),East Asia and the Pacific,NBFI,Unknown
152761,ACM,Appui pour le Combat contre la Misère,Togo,Africa,NGO,Non-profit
100099,ACME,Association pour la Coopération avec la Micro Entreprise,Haiti,Latin America and The Caribbean,NGO,Non-profit
100208,ACODE,ACODE FINANCE,Chad,Africa,NGO,Non-profit
100279,ACODEP,Asociación de Consultores para el Desarrollo de la Pequeña  y Mediana Empresa,Nicaragua,Latin America and The Caribbean,NGO,Non-profit
101530,ACORDE,Asociación Costarricense para Organizaciones de Desarrollo,Costa Rica,Latin America and The Caribbean,NGO,Non-profit
102792,Acredite,Agência de Crédito Especial do Alto Vale do Itajaí,Brazil,Latin America and The Caribbean,NGO,Non-profit
116021,ACREIMEX,"Cooperativa Acreimex, S.C. de A.P. de R.L. de C.V.",Mexico,Latin America and The Caribbean,Credit Union / Cooperative,Non-profit
100386,ACSI,Amhara Credit and Savings Institution,Ethiopia,Africa,NBFI,Profit
104455,Activ,CCC 'Activ',Russia,Eastern Europe and Central Asia,Credit Union / Cooperative,Non-profit
176762,ACTIVE PEOPLES,Active People's Microfiance Institution,Cambodia,East Asia and the Pacific,Unknown,Unknown
101473,Actuar Caldas,CORPORACION ACCION POR CALDAS ACTUAR MICROEMPRESAS,Colombia,Latin America and The Caribbean,NGO,Non-profit
101463,Actuar Quindio,Corporación Acción por el Quindio Actuar Famiempresas,Colombia,Latin America and The Caribbean,NGO,Non-profit
100659,Actuar Tolima,ACTUAR Famiempresas - Tolima,Colombia,Latin America and The Caribbean,NGO,Non-profit
101284,Adansi RB,Adansi Rural Bank,Ghana,Africa,Rural Bank,Profit
101534,ADAPTE,Asociación de Ayuda al Pequeño Trabajador y Empresario,Costa Rica,Latin America and The Caribbean,NGO,Non-profit
100064,ADARSA,ADARSA,India,South Asia,NGO,Non-profit
101819,ADARSHA,ADARSHA,India,South Asia,NGO,Non-profit
100108,ADCSI,Addis Credit & Savings Institution,Ethiopia,Africa,NBFI,Profit
101772,ADEA Andahuaylas,ADEA Andahuaylas,Peru,Latin America and The Caribbean,NGO,Non-profit
100543,ADEFI,Action pour le Développement et le Financement des Micro-Entreprises,Madagascar,Africa,Credit Union / Cooperative,Non-profit
133422,Adehyeman,Adehyeman Savings and Loans Company Ltd.,Ghana,Africa,NBFI,Profit
169017,ADEL-IXCAN,Agencia de Desarrollo Económico Local de Ixcán,Guatemala,Latin America and The Caribbean,NGO,Non-profit
101054,Aden,Aden Microfinance Foundation,Yemen,Middle East and North Africa,NGO,Non-profit
101537,ADEPES,Asociación de Desarrollo Pespirense,Honduras,Latin America and The Caribbean,NGO,Non-profit
102171,ADESH,Association of Development for Economic & Social Help,Bangladesh,South Asia,NGO,Non-profit
101531,ADESTRA,Asociación de Desarrollo Transformador y Apoyo a la Pequeña y Mediana Empresa,Costa Rica,Latin America and The Caribbean,NGO,Non-profit
101858,Adhikar,Adhikar Microfinance Pvt Ltd,India,South Asia,NBFI,Profit
178227,Adi Chitragupta,Adi Chitragupta Finance Limited,India,South Asia,NBFI,Unknown
100520,ADICH,Asociación para el Desarrollo Integral Comunitario de Honduras,Honduras,Latin America and The Caribbean,NGO,Non-profit
105702,ADICLA,Asociación de Desarrollo Integral Cuenca del Lago de Atitlán,Guatemala,Latin America and The Caribbean,NGO,Non-profit
100679,ADIM,Asociación Alternativa para el Desarrollo Integral de las Mujeres,Nicaragua,Latin America and The Caribbean,NGO,Non-profit
130662,Adivasi Bachat,Adivasi Bachat Avum Sakh Sahakari Samiti Ltd,India,South Asia,NGO,Profit
100750,ADMIC,Asesoría Dinámica a Microempresas,Mexico,Latin America and The Caribbean,NGO,Non-profit
104402,Adok Timo,Adok Timo,Kenya,Africa,NBFI,Unknown
101768,ADR,Association of the Development of Rural Capacities,Lebanon,Middle East and North Africa,NGO,Unknown
102100,ADRA Honduras,Agencia Adventista para el Desarrollo y Recursos Asistenciales,Honduras,Latin America and The Caribbean,NGO,Non-profit
100361,ADRA Peru,Adventist Development and Relief Agency International - Perú,Peru,Latin America and The Caribbean,NGO,Non-profit
100324,ADRI,Asociación ADRI,Costa Rica,Latin America and The Caribbean,NGO,Non-profit
128911,ADRIA mikro,ADRIA mikro,Bosnia and Herzegovina,Eastern Europe and Central Asia,NBFI,Profit
143960,Advans - CI,Advans Côte d'Ivoire,Cote d'Ivoire (Ivory Coast),Africa,NBFI,Profit
159769,Advans - NGA,La Fayette MFB,Nigeria,Africa,NBFI,Profit
117028,Advans - TZA,Advans Bank Tanzania,Tanzania,Africa,Bank,Profit
115037,Advans Banque Congo,Advans Banque Congo,"Congo, Democratic Republic of the",Africa,Bank,Profit
101776,Advans Cameroun,Advans Cameroun,Cameroon,Africa,NBFI,Profit
115161,Advans Ghana,Advans Ghana Savings and Loans,Ghana,Africa,NBFI,Profit
150439,Advans Pakistan,Advans Pakistan Microfinance Bank,Pakistan,South Asia,Rural Bank,Unknown
101758,AE&I,Afrique Emergence et Investissements,Cote d'Ivoire (Ivory Coast),Africa,NBFI,Profit
100297,AECA Avotra,AECA Union Avotra - Marovoay,Madagascar,Africa,Other,Unknown
160055,AEON,"AEON Microfinance (Cambodia) Co., Ltd.",Cambodia,East Asia and the Pacific,NBFI,Unknown
104247,Aetos,Rural Credit Cooperative 'Aetos',Bulgaria,Eastern Europe and Central Asia,Credit Union / Cooperative,Non-profit
100103,AF,Annesha Foundation,Bangladesh,South Asia,NGO,Non-profit
101827,AFAUS,Al-Falah Aam Unnayan Sangstha,Bangladesh,South Asia,NGO,Non-profit
102146,Afghanaid,Afghanaid,Afghanistan,South Asia,Unknown,Unknown
100581,AFK,Agency for Finance in Kosovo,Kosovo,Eastern Europe and Central Asia,NGO,Non-profit
101533,AFODENIC,Asociación para el Fomento al Desarrollo de Nicaragua,Nicaragua,Latin America and The Caribbean,NGO,Non-profit
152709,AFRICA FINANCES,AFRICA FINANCES,Benin,Africa,Credit Union / Cooperative,Non-profit
104531,AfricaWorks,AfricaWorks,Mozambique,Africa,NGO,Non-profit
100008,AFS,Ariana Financial Services (Mercy Corps),Afghanistan,South Asia,NBFI,Non-profit
150998,AFS Credit Union,AFS Credit Union,Azerbaijan,Eastern Europe and Central Asia,Credit Union / Cooperative,Profit
150071,AGAHE,Association for Gender Awareness & Human Empowerment,Pakistan,South Asia,NGO,Non-profit
100370,AGAPE,Asociación General Para Asesorar Pequeñas Empresas,Colombia,Latin America and The Caribbean,NGO,Non-profit
102799,Agência do Crédito,Agência do Crédito,Brazil,Latin America and The Caribbean,NGO,Non-profit
102766,AGFS,African Gate Financial Support,Ghana,Africa,NBFI,Profit
101890,Aggar,Aggar Micro Finance Share Co.,Ethiopia,Africa,NBFI,Profit
165319,Agora,Agora Microfinance India Ltd,India,South Asia,NBFI,Profit
101368,Agro Micro,Agro Micro Finance,Sri Lanka,South Asia,NBFI,Profit
141197,AgroAmigo,Programa de Microfinança Rural do Banco do Nordeste,Brazil,Latin America and The Caribbean,Bank,Profit
100662,AgroCapital,Fundación AgroCapital,Bolivia,Latin America and The Caribbean,NGO,Non-profit
104493,AgroCredit,Microfinance Organization AgroCredit,Georgia,Eastern Europe and Central Asia,NBFI,Profit
100833,Agrocredit Central,Agrocredit Central,Ghana,Africa,Credit Union / Cooperative,Unknown
102014,Agrocredit Plus,"MCA ""Agrocredit Plus""",Kyrgyzstan,Eastern Europe and Central Asia,NBFI,Non-profit
104297,Agroimpuls,Rural Credit Cooperative 'Agroimpuls',Bulgaria,Eastern Europe and Central Asia,Credit Union / Cooperative,Non-profit
100684,AgroInvest - Serbia,AgroInvest - Serbia,Serbia,Eastern Europe and Central Asia,NBFI,Profit
100875,Agroinvestbank,OJSC Agroinvestbank,Tajikistan,Eastern Europe and Central Asia,Bank,Profit
100184,AGUDESA,Asociación Guatemalteca para el Desarrollo,Guatemala,Latin America and The Caribbean,NGO,Non-profit
100805,Ahantaman RB,Ahantaman Rural Bank Ltd,Ghana,Africa,Rural Bank,Profit
115894,AHSETFIN,Asociación Hondureña para el Desarrollo de Servicios Técnicos y Financieros,Honduras,Latin America and The Caribbean,NGO,Non-profit
100054,AID,Asmita Institute for Development,India,South Asia,NGO,Non-profit
102580,AID India,AID India,India,South Asia,NGO,Unknown
101453,AIM,Amanah Ikhtiar Malaysia,Malaysia,East Asia and the Pacific,NGO,Non-profit
101058,AIMC,Association Ismailia pour le micro credit,Morocco,Middle East and North Africa,NGO,Non-profit
100232,A-invest,MCO A-invest,Kazakhstan,Eastern Europe and Central Asia,NBFI,Profit
101946,AIR,Asian Institute for Rural Regeneration,India,South Asia,NGO,Non-profit
100511,Aiyl Bank,Aiyl Bank (formerly KAFC),Kyrgyzstan,Eastern Europe and Central Asia,Bank,Profit
104269,Ajiwika,Ajivika Society,India,South Asia,NBFI,Non-profit
133470,Ajuta MFB,Ajuta Microfinance Bank Limited,Nigeria,Africa,Bank,Profit
178209,AKF (AFG),Aga Khan Foundation Afghanistan,Afghanistan,South Asia,NGO,Non-profit
100119,Akhuwat,Akhuwat,Pakistan,South Asia,NGO,Non-profit
100384,Akiba,Akiba Commercial Bank Ltd,Tanzania,Africa,Bank,Profit
100342,AKMA KGS,Ai-Ken Microcredit Agency,Kyrgyzstan,Eastern Europe and Central Asia,NBFI,Unknown
100591,AKRSP,Aga Khan Rural Support Programme,Pakistan,South Asia,NGO,Unknown
101282,Akuapem RB,Akuapem RB,Ghana,Africa,Rural Bank,Profit
104440,Al Amal Bank,Al Amal Bank,Yemen,Middle East and North Africa,Bank,Profit
104431,Al Aman,Al-Aman Iraqi Center,Iraq,Middle East and North Africa,NGO,Non-profit
100747,Al Amana,Association Al Amana for the Promotion of Micro-Enterprises Morocco,Morocco,Middle East and North Africa,NGO,Non-profit
101066,Al Awael,Al Awael Microfinance Company,Yemen,Middle East and North Africa,NBFI,Non-profit
178141,Al Barid Bank,,Morocco,Middle East and North Africa,Unknown,Unknown
100463,Al Karama,Association Al Karama de Micro Credit,Morocco,Middle East and North Africa,NGO,Non-profit
169061,Al Kuraimi,Al Kuraimi Islamic Microfinance Bank,Yemen,Middle East and North Africa,NBFI,Unknown
100205,Al Majmoua,Lebanese Association for Development -- Al Majmoua,Lebanon,Middle East and North Africa,NGO,Non-profit
115492,Al Mosanid,Al Mosanid,Iraq,Middle East and North Africa,NGO,Non-profit
100234,Al Tadamun,Al Tadamun Microfinance Foundation,Egypt,Middle East and North Africa,NGO,Non-profit
115588,Al Takadum,Al Takadum,Iraq,Middle East and North Africa,NGO,Non-profit
114980,Al-Barot,MCO Al-Barot,Uzbekistan,Eastern Europe and Central Asia,NBFI,Profit
104379,Al-Bashaer Microfinance,Al-Bashaer Microfinance,Iraq,Middle East and North Africa,NGO,Non-profit
115504,Alcance Financiera,"Alcance Financiera, S.A.P.I. de C.V., SOFOM, E.N.R.(Financiera Activamos)",Mexico,Latin America and The Caribbean,NBFI,Profit
143097,Alcaravan,Fundación El Alcaraván,Colombia,Latin America and The Caribbean,NGO,Non-profit
169022,Aldea Global,Asociación Aldea Global Jinotega,Nicaragua,Latin America and The Caribbean,NGO,Non-profit
170609,Alekano SLS,Alekano Savings & Loan Society Limited,Papua New Guinea,East Asia and the Pacific,Credit Union / Cooperative,Unknown
104902,ALFIN,Alianza Financiera Social S.A. de C.V. SOFOM ENR,Mexico,Latin America and The Caribbean,NBFI,Profit
101117,ALIDE,Association de Lutte pour la promotion des Initiatives de Développement,Benin,Africa,NGO,Non-profit
168415,ALLIANCE,Alliance For Microfinance In Myanmar,Myanmar (Burma),East Asia and the Pacific,NBFI,Unknown
101906,Alliance Group,Microfinance Organization Alliance Group,Georgia,Eastern Europe and Central Asia,Other,Profit
101532,Alliance MFB,Alliance Microfinance Bank Limited,Nigeria,Africa,Unknown,Profit
104494,Almaz,Credit Union 'Almaz',Uzbekistan,Eastern Europe and Central Asia,Credit Union / Cooperative,Non-profit
150968,Almazkreditservis,"CCC CU ""Almazkreditservis""",Russia,Eastern Europe and Central Asia,Credit Union / Cooperative,Profit
169649,Al-Mehran Rural,Al-Mehran Rural Development Organization,Pakistan,South Asia,NGO,Unknown
120095,ALNAP,Asociación La Nacional de Ahorros y Préstamos,Dominican Republic,Latin America and The Caribbean,NBFI,Profit
170588,Alounmai NDTMFI,Alounmai NDTMFI,Laos,East Asia and the Pacific,NBFI,Profit
101968,ALPHA FUND,ALPHA FUND,Cameroon,Africa,NBFI,Profit
101405,ALSOL,"Alsol Contigo S.A de C.V,  SOFOM ENR",Mexico,Latin America and The Caribbean,NBFI,Profit
100291,Alter Modus,Alter Modus,Montenegro,Eastern Europe and Central Asia,NGO,Unknown
100376,Alternativa,CC Alternativa,Russia,Eastern Europe and Central Asia,Credit Union / Cooperative,Non-profit
102750,Alternativa 19 del Sur,"Alternativa 19 del Sur, S.A. de C.V. SOFOM E.N.R.",Mexico,Latin America and The Caribbean,NBFI,Profit
101396,Alternativa 3,Fundación Alternativa 3 - Estrategias de Desarrollo Comunitario,Argentina,Latin America and The Caribbean,NGO,Non-profit
102255,Alternativa Microfinanzas,"Alternativa, Centro de Investigación Social y Educación Popular",Peru,Latin America and The Caribbean,NGO,Non-profit
101823,Alteya,"Credit Consumer Cooperative Credit Union ""Alteya""",Russia,Eastern Europe and Central Asia,Credit Union / Cooperative,Non-profit
101777,Al-Thiqa,Al-Thiqa Micro Finance and Small Business Loan,Iraq,Middle East and North Africa,NGO,Non-profit
176820,Altura Financial Services,Altura Financial Services,India,South Asia,NBFI,Profit
101645,Altyn Orda,MCO Altyn Orda,Kazakhstan,Eastern Europe and Central Asia,NBFI,Profit
101244,Alwatani (National Microfinance Bank),National Microfinance Bank Jordan,Jordan,Middle East and North Africa,NBFI,Non-profit
100711,AMA,Asociación Mujeres en Acción,Peru,Latin America and The Caribbean,NGO,Non-profit
126950,Amalkom,,Iraq,Middle East and North Africa,NGO,Non-profit
133337,AMANSIE WEST RB,AMANSIE WEST Rural Bank,Ghana,Africa,Rural Bank,Profit
134522,Amartha Microfinance,Amartha Microfinance,Indonesia,East Asia and the Pacific,Credit Union / Cooperative,Profit
101924,Amasezerano,Amasezerano Community Banking Ltd.,Rwanda,Africa,NBFI,Profit
176785,AMATAK,MICROFINANCE AMATAK CAPITAL Plc,Cambodia,East Asia and the Pacific,Unknown,Unknown
103740,Amazoncred,Associação de Apoio a Economia Popular da Amazônia,Brazil,Latin America and The Caribbean,Unknown,Unknown
170650,AMB Credit Union,AMB Credit Union,Azerbaijan,Eastern Europe and Central Asia,Credit Union / Cooperative,Profit
100756,AMC,Ahli Microfinancing Company,Jordan,Middle East and North Africa,NBFI,Profit
100222,AMC de R.L.,Sociedad Cooperativa de Ahorro y Microcrédito AMC de R.L. de C.V.,El Salvador,Latin America and The Caribbean,NBFI,Profit
170668,AMC Honduras,"Adel Microcreditos, S.A. de C.V.",Honduras,Latin America and The Caribbean,NBFI,Profit
170669,AMC Nicaragua,AMC Nicaragua Sociedad Anónima,Nicaragua,Latin America and The Caribbean,NBFI,Profit
101393,AMEXTRA,"Amextra, Sofinco S.A. de C.V. SFC",Mexico,Latin America and The Caribbean,NBFI,Non-profit
100178,AMFI,Afghanistan Microfinance Initiative (CHF International),Afghanistan,South Asia,NGO,Non-profit
170614,Amizero SACCO Gisakura,Amizero SACCO Gisakura,Rwanda,Africa,Credit Union / Cooperative,Unknown
100625,AMK,Angkor Mikroheranhvatho Kampuchea,Cambodia,East Asia and the Pacific,NBFI,Profit
102667,Amlok,"Microdeposit Organization ""Amlok""",Tajikistan,Eastern Europe and Central Asia,NBFI,Profit
170641,Amma Al Oumma,Amma Al Oumma,Niger,Africa,Credit Union / Cooperative,Non-profit
100061,AMMACTS,Acts Mahila Mutually Aided Coop Thrift Society,India,South Asia,Credit Union / Cooperative,Non-profit
100250,AMOS,Association Microfinance Oued Srou,Morocco,Middle East and North Africa,NGO,Non-profit
133070,AMPL,Anjali Microfin Private Limited,India,South Asia,NBFI,Profit
100510,AMRET,AMRET Co.  Ltd. - formerly EMT,Cambodia,East Asia and the Pacific,NBFI,Profit
102046,AMS,Aparajita Mahila Sangh,India,South Asia,NGO,Non-profit
150063,AMZ,Agora Microfinance Zambia Ltd,Zambia,Africa,NBFI,none
165341,An Phu Development Fund,,Vietnam,East Asia and the Pacific,Other,Unknown
176816,ANAKUT,Anakut Microfinance Institution Plc,Cambodia,East Asia and the Pacific,Unknown,Unknown
102363,ANDE,Agência Nacional de Desenvolvimento Microempresarial,Brazil,Latin America and The Caribbean,NGO,Non-profit
101399,ANED,"Asociación nacional Ecuménica de Desarrollo ""ANED""",Bolivia,Latin America and The Caribbean,NGO,Non-profit
104032,ANFAM Credito,Asociación para el Apoyo de la Nueva Familia en Nicaragua - Credito,Nicaragua,Latin America and The Caribbean,NGO,Non-profit
101650,Anisha Microfin,Anisha Microfin Association,India,South Asia,NGO,Non-profit
100491,ANIV,ANIV,Armenia,Eastern Europe and Central Asia,NGO,Non-profit
133338,ANKOBRA WEST RB,ANKOBRA WEST Rural Bank,Ghana,Africa,Rural Bank,Profit
115904,Annapurna Cooperative,Annapurna Mahila Cooperative Credit Society Ltd,India,South Asia,Credit Union / Cooperative,Non-profit
163990,Annapurna Microfinance,Annapurna Microfinance Pvt Ltd,India,South Asia,NBFI,Profit
100413,Annesa,Annesa Somaj Unnayan Songstha,Bangladesh,South Asia,NGO,Non-profit
126951,Anum RB,Anum Rural Bank Ltd,Ghana,Africa,Rural Bank,Profit
101468,APACOOP,"Cooperativa de Productores Agrícolas y de Servicios Múltiples de la Zona de los Santos, R.L.",Costa Rica,Latin America and The Caribbean,Credit Union / Cooperative,Non-profit
133500,Apex MFB,Apex Trust Microfinance Bank LImited,Nigeria,Africa,Bank,Profit
170174,APFI-Burkina,Association de Promotion de la Finance Inclusive du Burkina,Burkina Faso,Africa,NGO,Non-profit
102312,APGSS,A.P. Girijana Sevak Sangh,India,South Asia,NGO,Unknown
101542,APIAGOL,Asociación  de Productores Industriales y Artesanales de Golfito.,Costa Rica,Latin America and The Caribbean,NGO,Non-profit
170634,APMB,Agency for Support of Small Business in the Chuvash Republic,Russia,Eastern Europe and Central Asia,NBFI,Profit
100572,Apna Microfinance,Apna Microfinance Bank (Formerly NMFB),Pakistan,South Asia,Bank,Profit
102165,Apoyo Económico,"Apoyo Económico Familiar, S.A. de C.V. SOFOM ENR",Mexico,Latin America and The Caribbean,NBFI,Profit
100749,Apoyo Integral,Sociedad de Ahorro y Crédito Apoyo Integral S.A.,El Salvador,Latin America and The Caribbean,NBFI,Profit
101700,Apoyo Integral México,"Apoyo Integral México, S.A. de C.V. SOFOM ENR",Mexico,Latin America and The Caribbean,NBFI,Profit
101704,Apoyo Social,"Apoyo Social Valladolid, S.A. de C.V., SOFOM, ENR",Mexico,Latin America and The Caribbean,NBFI,Profit
100292,APRETECTRA,APRETECTRA,Benin,Africa,NGO,Non-profit
101691,APROS,"Ámbito Productivo, S.A. de C.V. SOFOM, ENR",Mexico,Latin America and The Caribbean,NBFI,Profit
101115,Aqrarkredit,Aqrarkredit,Azerbaijan,Eastern Europe and Central Asia,NBFI,Profit
101512,Aqroinvest,Aqroinvest Credit Union,Azerbaijan,Eastern Europe and Central Asia,Credit Union / Cooperative,Non-profit
169584,Aran CU,Aran Credit Union LLC,Azerbaijan,Eastern Europe and Central Asia,Credit Union / Cooperative,Profit
170439,ARARATBANK,ARARATBANK,Armenia,Eastern Europe and Central Asia,Bank,Profit
101950,Arbat,MKO Arbat,Kazakhstan,Eastern Europe and Central Asia,NBFI,Profit
102123,ARD,Association for Rural Development,Sierra Leone,Africa,NGO,Non-profit
174925,Ard Credit NBFI,Ard Credit NBFI,Mongolia,Eastern Europe and Central Asia,NBFI,Profit
100237,ARDCI,"Agriculture and Rural Development for Catanduanes, Inc.",Philippines,East Asia and the Pacific,NGO,Non-profit
100282,ARDI,Fondation ARDI,Morocco,Middle East and North Africa,NGO,Non-profit
101786,ARDPAS,Association for Rural Development of Poor Areas in Sichuan,"China, People's Republic of",East Asia and the Pacific,NGO,Non-profit
100353,AREGAK Foundation,UMCOR Armenia,Armenia,Eastern Europe and Central Asia,NBFI,Profit
104208,AREGAK UCO,AREGAK Universal Credit Organization CJSC,Armenia,Eastern Europe and Central Asia,NBFI,Profit
178210,ARFC,Afghan Rural Finance Company (ARFC),Afghanistan,South Asia,NGO,Non-profit
150974,ARGENTIFERE,ARGENTIFERE,Cote d'Ivoire (Ivory Coast),Africa,Credit Union / Cooperative,Non-profit
115906,Arman,Arman Financial Services Pvt Ltd,India,South Asia,NBFI,Profit
122406,Armon,MLF Armon,Tajikistan,Eastern Europe and Central Asia,NBFI,Profit
100620,ARMP,Afghanistan Rural Microcredit Programme (Aga Khan Development Network),Afghanistan,South Asia,NGO,Non-profit
101626,Arnur Credit,TOO MCO Arnur Credit,Kazakhstan,Eastern Europe and Central Asia,NBFI,Profit
101367,Arohan,Arohan Financial Services Pvt Ltd,India,South Asia,NBFI,Profit
115474,Arth,Arth Micro Finance Pvt Ltd,India,South Asia,NBFI,Profit
100013,Arthacharya,Arthacharya Foundation,Sri Lanka,South Asia,NGO,Non-profit
150392,Arthavida,Arthavida Foundation Guarantee Ltd,Sri Lanka,South Asia,Other,Profit
100011,ARTPAC,ARTPAC Lending Services Association,South Africa,Africa,NGO,Non-profit
102012,Arysh-Invest,MCC Arysh Invest (Former Arysh Kench),Kyrgyzstan,Eastern Europe and Central Asia,NBFI,Unknown
104315,ASA - GHA,ASA Ghana,Ghana,Africa,NGO,Non-profit
100294,ASA Bangladesh,ASA Bangladesh,Bangladesh,South Asia,NGO,Non-profit
111778,ASA India,ASA International India Microfinance Pvt Ltd,India,South Asia,NBFI,Profit
127460,Asa Initiative,Asa Initiative,Ghana,Africa,NGO,Non-profit
111777,ASA Pakistan,ASA Pakistan Limited,Pakistan,South Asia,NBFI,Non-profit
101825,ASA Philippines,ASA Philippines,Philippines,East Asia and the Pacific,NGO,Non-profit
127212,ASA-AFG,ASA Afghanistan Ltd,Afghanistan,South Asia,NGO,Non-profit
103002,ASACASE CPS,L’Association Sénégalaise pour l’Appui à la Création d’Activités Socio Economiques- Caisse Populaire,Senegal,Africa,Unknown,Non-profit
169051,ASAIH,ASAIH (ASA International Holding),Myanmar (Burma),East Asia and the Pacific,NBFI,Unknown
100819,ASALA,ASALA for Credit And Development Company,Palestine,Middle East and North Africa,NBFI,Profit
100071,Asasah,Asasah,Pakistan,South Asia,NGO,Non-profit
100796,ASBA,Assiut Businessmen Association,Egypt,Middle East and North Africa,NGO,Non-profit
102340,Ascend Nigeria,Ascend Nigeria,Nigeria,Africa,Bank,Profit
113026,ASCOOB CENTRAL,Cooperativa Central de Crédito da Agricultura Familiar e Economia Solidária da Bahia,Brazil,Latin America and The Caribbean,Credit Union / Cooperative,Non-profit
100736,ASDEB,Action Solidaire pour un Développement Entretenu à la Base,Togo,Africa,NGO,Non-profit
100364,ASDIR-CREDIGUATE,Asociación de Desarrollo Integral Rural - Cooperativa Crediguate,Guatemala,Latin America and The Caribbean,NGO,Non-profit
100172,ASED,Association for Sanitation and Economic Development,Bangladesh,South Asia,NGO,Non-profit
115607,ASEFIMEX,"Asesoría Financiera de México, S.A. de C.V. SOFOM ENR",Mexico,Latin America and The Caribbean,NBFI,Profit
